ProviderNa,Organizati,Organiza_1,Monitoring,Monitori_1,Monitori_2,ResolvedMo,HUCEightDi,siteUrl,activityCo,resultCoun,StateName,CountyName,lat,lon,Country,Type,NameEn,AreaSqKm
STORET,21NEB001_WQX,Nebraska Department of Environment and Energy,21NEB001_WQX-LNP2MCCNHY01,Lake C.W. McConaughy -- Deep Water -- Site 01,Lake,"Lake, Reservoir, Impoundment",10180014,https://www.waterqualitydata.us/provider/STORET/21NEB001_WQX/21NEB001_WQX-LNP2MCCNHY01/,120,120,Nebraska,Keith County,41.22347,-101.68465,USA,Lake / Lago / Lac,Lake McConaughy,113.08
STORET,TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-15168,RICHLAND-CHAMBERS RESERVOIR,Reservoir,"Lake, Reservoir, Impoundment",12030108,https://www.waterqualitydata.us/provider/STORET/TCEQMAIN/TCEQMAIN-15168/,119,119,Texas,Freestone County,31.9688,-96.0966,USA,Reservoir / Embalse / Reservoir,Richland Chambers Reservoir,169.14
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-ER58,ER58,Great Lake,"Lake, Reservoir, Impoundment",4120200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-ER58/,118,118,Ohio,Ottawa County,41.6867436,-82.9333097,USA-CAN,Lake / Lago / Lac,Lake Erie,25718.80
STORET,21MICH_WQX,Michigan DEQ,21MICH_WQX-060063,SAGINAW BAY ABOUT 4 MILE NORTHE. OF PINCONNING RIVER,Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/21MICH_WQX/21MICH_WQX-060063/,117,117,Michigan,Arenac County,43.895281,-83.860559,USA,Lake / Lago / Lac,Lake Huron (Saginaw Bay),2976.93
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-L005,LAKE OKEECHOBEE TOWER WEST (#5),Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-L005/,115,236,Florida,Glades County,26.9567303,-80.972385,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-L006,LAKE OKEECHOBEE TOWER SOUTH (#6),Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-L006/,113,238,Florida,Palm Beach County,26.8217519,-80.7834206,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-KISSR0.0,MOUTH KISSIMMEE RIVER NEAR NORTH SIDE OF LAKE OKEECHOBEE,Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-KISSR0.0/,113,236,Florida,Okeechobee County,27.1413008,-80.8460003,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-L001,LAKE OKEECHOBEE TOWER NORTH,Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-L001/,113,226,Florida,Okeechobee County,27.1396175,-80.7890339,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-ER59,ER59,Great Lake,"Lake, Reservoir, Impoundment",4120200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-ER59/,113,113,Ohio,Lucas County,41.7267116,-83.1501299,USA-CAN,Lake / Lago / Lac,Lake Erie,25718.80
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-LZ40,LZ40 WEATHER STATION ON LAKE OKEECHOBEE,Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-LZ40/,112,237,Florida,Palm Beach County,26.9017372,-80.7892503,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-L003,"SAME AS Y PROJECT Y, L003 PRE 1990     SAMPLE PRESERVATION M",Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-L003/,111,230,Florida,Martin County,27.0453925,-80.7079742,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-L004,"L.OKEE-CNTRL, 6.0 STATUTE MILES DUE WESTOF BOUY C#5 ADJACEN",Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-L004/,110,236,Florida,Martin County,26.9776839,-80.7095817,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-PLN2OUT,NO DESCRIPTION AVAILABLE FOR THIS STATION,Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-PLN2OUT/,110,234,Florida,Glades County,26.8660186,-80.9497142,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-LZ30,W LAKE OKEECHOBEE WATER QUALITY STATION,Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-LZ30/,110,230,Florida,Palm Beach County,26.7969714,-80.8600947,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-ER60,ER60,Great Lake,"Lake, Reservoir, Impoundment",4120200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-ER60/,110,110,Ohio,Lucas County,41.8915544,-83.1962388,USA-CAN,Lake / Lago / Lac,Lake Erie,25718.80
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-L008,"L.OKEE-CNTRL, 4.6 STATUTE MILES DUE EASTFROM (RED) MARKER A",Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-L008/,109,230,Florida,Glades County,26.9571122,-80.8916922,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-16748,CEDAR CK RES CANEY CREEK COVE,Reservoir,"Lake, Reservoir, Impoundment",12030107,https://www.waterqualitydata.us/provider/STORET/TCEQMAIN/TCEQMAIN-16748/,109,109,Texas,Henderson County,32.2017,-96.0689,USA,Reservoir / Embalse / Reservoir,Cedar Creek Reservoir,127.66
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-STAKEOUT,.25 MILES SW OF INDIAN PRARIE CANAL AND100 YARDS OUT FROM BU,Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-STAKEOUT/,107,232,Florida,Glades County,27.0186564,-80.9396731,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-LZ42,SOUTHWEST LAKE OKEECHOBEE 2.5 MILES FROM LITTORAL ZONE,Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-LZ42/,107,218,Florida,Glades County,26.8833622,-80.9169258,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-LZ42N,0.5 MILES OUT FROM LITTORAL ZONE ON N. W. SIDE OF LAKE OKEEC,Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-LZ42N/,105,218,Florida,Glades County,27.0425919,-80.8907333,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-TREEOUT,100 YDS NE OF TREEMID IN LAKE ON WEST  SIDE OF LAKE,Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-TREEOUT/,104,224,Florida,Glades County,26.9027386,-80.9633075,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-L002,LAKE OKEECHOBEE TOWER NORTH (#2),Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-L002/,104,214,Florida,Okeechobee County,27.0827936,-80.7942472,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
STORET,21FLSFWM,South Florida Water Management District,21FLSFWM-RITAEAST,EAST SIDE OF RITTA ISLAND NEAR OUTER   BOAT CHANNEL MARKER,Lake,"Lake, Reservoir, Impoundment",3090201,https://www.waterqualitydata.us/provider/STORET/21FLSFWM/21FLSFWM-RITAEAST/,102,210,Florida,Palm Beach County,26.7161961,-80.7873492,USA,Lake / Lago / Lac,Lake Okeechobee,1470.65
